contributor_id,session_id,timestamp,image_filename,steering_angle,speed_kmh,brake,autonomous_mode,lane_side,line_detected,edge_detected,gps_x,gps_y,lidar_obstacle_detected,lidar_obstacle_distance,behavior_class,nav_command,obstacle_type
A01,20260624_175204,2026-06-25T00:52:10.469,A01_frame_000035.jpg,0.0000,38.90,0.4863,0,1,0,1,-113.122,-59.797,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:10.975,A01_frame_000036.jpg,0.0000,39.45,0.4902,0,1,0,1,-112.995,-63.712,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:11.476,A01_frame_000037.jpg,0.0000,39.45,0.4902,0,1,0,1,-112.853,-67.415,1,7.97,1,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:11.989,A01_frame_000038.jpg,0.0000,39.45,0.4902,0,1,0,1,-112.498,-71.142,1,7.04,1,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:12.491,A01_frame_000039.jpg,-0.1290,39.84,0.4863,0,1,0,1,-112.111,-74.759,1,6.11,1,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:13.003,A01_frame_000040.jpg,-0.1016,39.45,0.4902,0,1,0,1,-111.343,-78.500,1,6.69,1,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:13.518,A01_frame_000041.jpg,-0.0796,41.72,0.4863,0,1,0,1,-110.062,-82.129,1,7.80,1,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:14.033,A01_frame_000042.jpg,0.0000,42.90,0.4902,0,1,0,1,-108.364,-85.695,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:14.538,A01_frame_000043.jpg,0.0000,40.71,0.4902,0,1,0,1,-106.852,-88.665,1,6.27,1,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:15.048,A01_frame_000044.jpg,-0.1290,40.71,0.4902,0,1,0,1,-105.059,-92.128,1,5.11,1,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:15.550,A01_frame_000045.jpg,-0.0906,42.59,0.4902,0,1,0,1,-102.993,-95.281,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:16.058,A01_frame_000046.jpg,-0.0961,41.33,0.4902,0,1,0,1,-100.409,-98.299,1,6.26,2,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:16.558,A01_frame_000047.jpg,0.0000,41.02,0.4902,0,1,0,1,-97.637,-100.859,1,6.86,2,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:17.064,A01_frame_000048.jpg,-0.0961,41.96,0.4902,0,1,0,1,-94.627,-103.365,1,6.39,1,0,VEHICLE
A01,20260624_175204,2026-06-25T00:52:17.578,A01_frame_000049.jpg,-0.0961,42.04,0.4863,0,1,0,1,-91.380,-105.583,1,7.28,1,0,VEHICLE
A01,20260624_175204,2026-06-25T00:52:18.084,A01_frame_000050.jpg,-0.0741,45.18,0.4863,0,1,0,1,-88.394,-107.189,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:18.589,A01_frame_000051.jpg,-0.0741,43.53,0.4902,0,1,0,1,-84.747,-108.751,1,8.69,1,0,VEHICLE
A01,20260624_175204,2026-06-25T00:52:19.094,A01_frame_000052.jpg,-0.0741,44.78,0.4902,0,1,0,1,-80.740,-110.120,1,9.17,1,0,VEHICLE
A01,20260624_175204,2026-06-25T00:52:19.607,A01_frame_000053.jpg,0.0000,45.41,0.4902,0,1,0,1,-76.488,-111.201,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:20.119,A01_frame_000054.jpg,0.0000,45.49,0.4863,0,1,0,1,-72.417,-112.183,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:20.625,A01_frame_000055.jpg,-0.0796,46.04,0.4902,0,1,0,1,-68.317,-113.052,1,6.62,1,0,VEHICLE
A01,20260624_175204,2026-06-25T00:52:21.140,A01_frame_000056.jpg,-0.0796,46.12,0.4863,0,1,0,1,-64.001,-113.445,1,8.82,1,0,VEHICLE
A01,20260624_175204,2026-06-25T00:52:21.653,A01_frame_000057.jpg,0.0000,45.72,0.4902,0,1,0,1,-59.535,-113.425,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:22.161,A01_frame_000058.jpg,0.0000,45.49,0.4863,0,1,0,1,-55.347,-113.349,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:22.662,A01_frame_000059.jpg,0.0000,45.72,0.4902,0,1,0,1,-51.046,-113.267,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:23.174,A01_frame_000060.jpg,0.0000,45.80,0.4863,0,1,0,1,-46.852,-113.187,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:23.693,A01_frame_000061.jpg,0.0000,45.41,0.4902,0,1,0,1,-42.790,-113.123,1,21.60,1,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:24.204,A01_frame_000062.jpg,0.0000,45.80,0.4863,0,1,0,1,-39.096,-113.238,1,9.76,1,0,VEHICLE
A01,20260624_175204,2026-06-25T00:52:24.706,A01_frame_000063.jpg,0.0000,45.72,0.4902,0,1,0,1,-34.781,-113.224,0,,1,0,
A01,20260624_175204,2026-06-25T00:52:25.217,A01_frame_000064.jpg,0.0000,47.29,0.4902,0,1,0,1,-30.403,-113.177,1,21.17,1,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:25.725,A01_frame_000065.jpg,0.0000,46.67,0.4902,0,1,0,1,-25.986,-113.130,1,16.85,1,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:26.240,A01_frame_000066.jpg,0.0000,46.98,0.4902,0,1,0,1,-21.562,-113.087,1,12.52,1,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:26.744,A01_frame_000067.jpg,0.0000,46.98,0.4902,0,1,0,1,-17.120,-113.046,1,14.77,1,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:27.250,A01_frame_000068.jpg,0.0000,47.61,0.4902,0,1,0,1,-12.801,-113.009,0,,2,0,
A01,20260624_175204,2026-06-25T00:52:27.757,A01_frame_000069.jpg,0.0000,48.00,0.4863,0,1,0,1,-8.188,-112.973,0,,2,0,
A01,20260624_175204,2026-06-25T00:52:28.261,A01_frame_000070.jpg,0.0000,48.23,0.4902,0,1,0,1,-3.683,-112.941,0,,2,0,
A01,20260624_175204,2026-06-25T00:52:28.771,A01_frame_000071.jpg,0.0000,48.23,0.4902,0,1,0,1,0.993,-112.910,0,,2,0,
A01,20260624_175204,2026-06-25T00:52:29.284,A01_frame_000072.jpg,0.0000,48.23,0.4902,0,1,0,1,5.678,-112.882,1,7.46,2,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:29.786,A01_frame_000073.jpg,0.0000,48.31,0.4863,0,1,0,1,10.072,-112.701,1,7.63,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:30.306,A01_frame_000074.jpg,-0.0961,48.23,0.4902,0,1,0,1,14.303,-112.000,1,7.23,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:30.811,A01_frame_000075.jpg,-0.0741,48.63,0.4863,0,1,0,1,18.102,-111.138,1,7.34,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:31.323,A01_frame_000076.jpg,-0.0796,48.55,0.4902,0,1,0,1,22.422,-109.652,1,7.68,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:31.827,A01_frame_000077.jpg,0.0000,48.63,0.4863,0,1,0,1,26.551,-107.695,1,8.19,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:32.341,A01_frame_000078.jpg,-0.0851,48.55,0.4902,0,1,0,1,30.546,-105.426,1,6.80,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:32.845,A01_frame_000079.jpg,-0.0961,48.55,0.4902,0,1,0,1,34.188,-103.138,1,6.57,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:33.353,A01_frame_000080.jpg,0.0000,48.55,0.4902,0,1,0,1,37.595,-100.318,1,7.16,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:33.860,A01_frame_000081.jpg,-0.1180,48.55,0.4902,0,1,0,1,40.759,-97.197,1,6.81,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:34.379,A01_frame_000082.jpg,-0.0796,48.55,0.4902,0,1,0,1,43.515,-93.722,1,13.67,0,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:34.884,A01_frame_000083.jpg,-0.0961,47.61,0.4902,0,1,0,1,45.526,-90.719,1,7.85,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:35.394,A01_frame_000084.jpg,-0.1235,47.61,0.4902,0,1,0,1,47.447,-87.108,1,8.27,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:35.906,A01_frame_000085.jpg,-0.0851,47.92,0.4902,0,1,0,1,49.118,-83.210,1,14.36,0,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:36.406,A01_frame_000086.jpg,-0.1016,48.31,0.4863,0,1,0,1,50.522,-79.194,1,8.56,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:36.910,A01_frame_000087.jpg,0.0000,48.23,0.4902,0,1,0,1,51.459,-75.164,0,,0,0,
A01,20260624_175204,2026-06-25T00:52:37.411,A01_frame_000088.jpg,0.0000,48.31,0.4863,0,1,0,1,52.085,-71.066,0,,0,0,
A01,20260624_175204,2026-06-25T00:52:37.913,A01_frame_000089.jpg,0.0000,-9.80,0.4902,0,1,0,1,52.418,-66.938,1,13.45,3,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:38.371,A01_frame_000090.jpg,0.0000,-9.73,0.4863,0,1,0,0,52.460,-63.519,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:38.628,A01_frame_000091.jpg,0.0000,-9.80,0.4902,0,1,0,0,52.455,-61.768,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:38.886,A01_frame_000092.jpg,0.0000,32.23,0.4902,0,1,0,0,52.446,-60.120,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:39.139,A01_frame_000093.jpg,0.0000,70.20,0.4902,0,1,0,0,52.434,-58.613,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:39.389,A01_frame_000094.jpg,0.0000,66.20,0.4863,0,1,0,0,52.418,-56.913,1,3.35,3,1,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:39.644,A01_frame_000095.jpg,0.0000,62.98,0.4902,0,1,0,0,52.399,-54.988,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:39.898,A01_frame_000096.jpg,0.0000,62.35,0.4902,0,1,0,0,52.376,-52.950,1,0.42,3,1,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:40.153,A01_frame_000097.jpg,0.0000,60.47,0.4902,0,1,0,1,52.349,-50.799,1,5.29,3,1,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:40.409,A01_frame_000098.jpg,0.0000,59.92,0.4863,0,1,0,1,52.319,-48.667,1,17.45,3,1,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:40.665,A01_frame_000099.jpg,0.1016,59.53,0.4902,0,1,0,1,52.287,-46.576,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:40.923,A01_frame_000100.jpg,0.0000,59.21,0.4902,0,1,0,1,52.269,-44.540,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:41.174,A01_frame_000101.jpg,0.0000,59.21,0.4902,0,1,0,1,52.286,-42.126,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:41.426,A01_frame_000102.jpg,0.0000,59.29,0.4863,0,1,0,1,52.312,-39.452,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:41.692,A01_frame_000103.jpg,0.0000,59.21,0.4902,0,1,0,1,52.339,-36.506,0,,3,1,
A01,20260624_175204,2026-06-25T00:52:41.949,A01_frame_000104.jpg,0.0000,59.21,0.4902,0,1,0,1,52.364,-33.703,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:42.213,A01_frame_000105.jpg,0.0000,59.29,0.4863,0,1,0,1,52.387,-30.917,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:42.478,A01_frame_000106.jpg,0.0000,58.59,0.4902,0,1,0,1,52.413,-28.120,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:42.743,A01_frame_000107.jpg,0.0000,57.65,0.4902,0,1,0,1,52.434,-25.520,1,12.57,0,1,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:42.996,A01_frame_000108.jpg,0.0000,56.71,0.4902,0,1,0,1,52.454,-22.971,1,12.49,0,1,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:43.506,A01_frame_000109.jpg,0.0000,56.39,0.4902,0,1,0,1,52.491,-17.801,0,,0,0,
A01,20260624_175204,2026-06-25T00:52:44.015,A01_frame_000110.jpg,0.0000,56.39,0.4902,0,1,1,1,52.521,-12.786,0,,0,0,
A01,20260624_175204,2026-06-25T00:52:44.522,A01_frame_000111.jpg,0.0000,56.39,0.4902,0,1,0,1,52.548,-7.613,0,,0,0,
A01,20260624_175204,2026-06-25T00:52:45.036,A01_frame_000112.jpg,0.0000,56.39,0.4902,0,1,0,1,52.572,-2.287,1,21.84,0,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:45.549,A01_frame_000113.jpg,-0.1016,56.39,0.4902,0,1,0,1,52.593,3.042,1,21.85,0,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:46.061,A01_frame_000114.jpg,0.0000,56.47,0.4863,0,1,0,1,52.407,7.718,1,9.03,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:46.570,A01_frame_000115.jpg,0.0000,56.39,0.4902,0,1,0,1,51.901,12.394,1,7.45,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:47.081,A01_frame_000116.jpg,0.0000,56.16,0.4863,0,1,0,1,51.104,17.638,1,6.65,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:47.591,A01_frame_000117.jpg,-0.1455,52.94,0.4902,0,1,0,0,49.829,22.877,1,4.90,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:48.098,A01_frame_000118.jpg,-0.1455,52.39,0.4863,0,1,0,0,47.995,27.606,1,6.14,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:48.609,A01_frame_000119.jpg,0.0000,52.63,0.4902,0,1,0,0,45.036,31.850,1,9.70,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:49.120,A01_frame_000120.jpg,-0.0851,52.39,0.4863,0,1,0,0,41.545,35.595,1,9.33,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:49.630,A01_frame_000121.jpg,0.0000,52.00,0.4902,0,1,0,0,37.878,39.087,1,19.39,0,0,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:50.140,A01_frame_000122.jpg,0.0000,51.76,0.4863,0,1,0,1,34.151,42.272,1,8.32,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:50.643,A01_frame_000123.jpg,-0.1071,52.00,0.4902,0,1,0,1,30.513,45.108,1,6.96,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:51.157,A01_frame_000124.jpg,-0.0796,52.00,0.4902,0,1,0,1,26.524,47.629,1,7.34,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:51.658,A01_frame_000125.jpg,0.0000,52.31,0.4902,0,1,0,1,22.212,49.598,1,0.52,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:52.168,A01_frame_000126.jpg,-0.0851,52.00,0.4902,0,1,0,1,18.250,51.014,1,5.80,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:52.672,A01_frame_000127.jpg,-0.0906,51.76,0.4863,0,1,0,0,14.124,52.203,1,7.05,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:53.175,A01_frame_000128.jpg,0.0000,51.69,0.4902,0,1,0,0,9.177,52.910,1,8.47,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:53.679,A01_frame_000129.jpg,0.0000,49.80,0.4902,0,1,0,1,4.470,53.238,1,9.31,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:54.190,A01_frame_000130.jpg,0.0000,49.18,0.4902,0,1,0,1,-0.373,53.299,0,,0,0,
A01,20260624_175204,2026-06-25T00:52:54.691,A01_frame_000131.jpg,0.0000,48.55,0.4902,0,1,0,1,-4.992,53.327,0,,0,0,
A01,20260624_175204,2026-06-25T00:52:55.010,A01_frame_000132.jpg,0.0000,47.29,0.4902,0,1,0,1,-7.959,53.345,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:55.272,A01_frame_000133.jpg,0.0000,46.35,0.4902,0,1,0,1,-10.175,53.357,1,9.90,0,1,OBSTACLE
A01,20260624_175204,2026-06-25T00:52:55.542,A01_frame_000134.jpg,0.0000,46.35,0.4902,0,1,0,1,-12.108,53.368,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:55.792,A01_frame_000135.jpg,0.0000,47.06,0.4863,0,1,0,1,-14.176,53.380,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:56.053,A01_frame_000136.jpg,0.0000,47.61,0.4902,0,1,0,1,-16.143,53.392,1,14.70,0,1,OBJECT_AHEAD
A01,20260624_175204,2026-06-25T00:52:56.310,A01_frame_000137.jpg,0.0000,50.43,0.4902,0,1,0,1,-18.546,53.405,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:56.572,A01_frame_000138.jpg,0.0000,50.82,0.4863,0,1,0,1,-21.055,53.418,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:56.834,A01_frame_000139.jpg,0.0000,50.51,0.4863,0,1,0,1,-23.588,53.432,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:57.093,A01_frame_000140.jpg,0.0000,50.43,0.4902,0,1,0,0,-26.116,53.445,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:57.348,A01_frame_000141.jpg,0.0000,50.74,0.4902,0,1,0,0,-28.507,53.457,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:57.605,A01_frame_000142.jpg,0.0000,51.14,0.4863,0,1,0,0,-31.056,53.470,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:57.868,A01_frame_000143.jpg,0.0000,51.06,0.4902,0,1,0,1,-33.616,53.483,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:58.129,A01_frame_000144.jpg,0.0000,51.37,0.4902,0,1,0,1,-36.180,53.495,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:58.390,A01_frame_000145.jpg,0.0000,51.45,0.4863,0,1,0,0,-38.602,53.507,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:58.641,A01_frame_000146.jpg,0.0000,51.45,0.4863,0,1,0,0,-41.175,53.519,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:58.901,A01_frame_000147.jpg,0.0000,51.76,0.4863,0,1,0,0,-43.614,53.531,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:59.154,A01_frame_000148.jpg,0.0000,51.69,0.4902,0,1,1,0,-46.052,53.543,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:59.407,A01_frame_000149.jpg,0.0000,52.00,0.4902,0,1,1,0,-48.501,53.554,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:59.658,A01_frame_000150.jpg,0.0000,52.00,0.4902,0,1,1,0,-51.099,53.567,0,,0,1,
A01,20260624_175204,2026-06-25T00:52:59.920,A01_frame_000151.jpg,0.0000,52.00,0.4902,0,1,0,0,-53.841,53.580,0,,0,1,
A01,20260624_175204,2026-06-25T00:53:00.170,A01_frame_000152.jpg,-0.0796,52.31,0.4902,0,1,0,0,-56.283,53.591,0,,0,1,
A01,20260624_175204,2026-06-25T00:53:00.421,A01_frame_000153.jpg,-0.0741,52.08,0.4863,0,1,0,0,-58.884,53.563,0,,0,1,
A01,20260624_175204,2026-06-25T00:53:00.684,A01_frame_000154.jpg,0.0000,52.08,0.4863,0,1,0,0,-61.480,53.409,1,9.77,0,1,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:01.194,A01_frame_000155.jpg,0.0000,52.00,0.4902,0,1,0,0,-65.817,53.080,1,8.47,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:01.698,A01_frame_000156.jpg,0.0000,52.08,0.4863,0,1,0,1,-70.587,52.692,1,7.24,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:02.208,A01_frame_000157.jpg,-0.0906,52.31,0.4902,0,1,0,1,-75.760,51.927,1,6.03,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:02.712,A01_frame_000158.jpg,-0.1455,52.00,0.4902,0,1,0,1,-80.557,50.876,1,5.34,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:03.227,A01_frame_000159.jpg,-0.1290,52.31,0.4902,0,1,0,1,-85.357,49.264,1,4.81,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:03.731,A01_frame_000160.jpg,-0.0906,52.31,0.4902,0,1,0,1,-89.718,47.315,1,4.30,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:04.244,A01_frame_000161.jpg,-0.1071,52.31,0.4902,0,1,1,1,-93.731,45.029,1,4.21,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:04.755,A01_frame_000162.jpg,-0.1071,52.31,0.4902,0,1,0,1,-97.450,42.079,1,5.35,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:05.268,A01_frame_000163.jpg,-0.1400,52.31,0.4902,0,1,0,1,-100.852,38.516,1,5.51,0,0,OBSTACLE
A01,20260624_175204,2026-06-25T00:53:05.769,A01_frame_000164.jpg,-0.1180,52.63,0.4902,0,1,0,1,-103.759,34.892,1,5.84,1,0,VEHICLE
